ID;OBJECTID,N,10,0;gz_id;start;start_ex;end_;end_ex;label;iglesia_cat;servido_por;categoria;cat_esp;cabildo;nombre;nombrehoy;santo;variantes;curato_generico;partido_generico;provincia_generica;region;pais;lat;lon;cert;metodo;fuente;last_edited_by;last_edited_date;es_parte_de;parcialidad;importancia
8447;14943;5000089;1111;start;9999;end;San Cristobal;Curato;;Poblacion;"""Pueblo""";s.d.;San Cristobal;;;;San Cristobal;Medellin;Antioquia;NGR;COL;6,27799;-75,63679;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8448;9102;5000090;1111;start;9999;end;Hatoviejo;Curato;;Poblacion;"""Pueblo""";s.d.;Hatoviejo;Bello;;"Ato Viejo;";Hatoviejo;Medellin;Antioquia;NGR;COL;6,331453;-75,553527;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8449;2229;5000091;1111;start;9999;end;Embigado;Curato;;Poblacion;"""Pueblo""";s.d.;Embigado;Envigado;;"Embigao;";Embigao;Medellin;Antioquia;NGR;COL;6,171063;-75,584993;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8450;9099;5000092;1111;start;9999;end;Copacabana;Curato;;Poblacion;"""Pueblo""";s.d.;Copacabana;;;"Copa Cabana;";Copacabana;Medellin;Antioquia;NGR;COL;6,34629;-75,50975;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8451;7441;5000093;1111;start;9999;end;La Estrella;Curato;;Pueblo;Pueblo de indios;s.d.;La Estrella;;;;La Estrella;Medellin;Antioquia;NGR;COL;6,157577;-75,643387;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8452;14748;5000094;1111;start;9999;end;San Bartolome;Curato;;Poblacion;"""Pueblo""";s.d.;San Bartolome de Buena vista;;;;San Bartolome;Remedios;Antioquia;NGR;COL;6,636958578;-74,37429353;Suficiente;Geoservice/Satelite;estado_1794;HGIS;13.04.2018;0;No;5
8453;5963;5000095;1111;start;9999;end;Cancan;Curato;;Poblacion;Mineral;s.d.;San Martin Cancan;San Martin;;;Cancan;Yolombo;Antioquia;NGR;COL;6,90776;-75,07335;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;5
8454;1729;5000096;1111;start;9999;end;Yolombo;Curato;;Poblacion;Mineral;s.d.;San Lorenzo Colombo;San Lorenzo;;;Yolombo;Yolombo;Antioquia;NGR;COL;6,598119;-75,010809;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;5
8455;9526;5000097;1111;start;9999;end;Concepcion;Curato;;Poblacion;"""Pueblo""";s.d.;Concepcion;;;;Concepcion;Arma;Antioquia;NGR;COL;6,39424;-75,25748;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8456;12287;5000098;1111;start;9999;end;San Vicente;Curato;;Poblacion;"""Pueblo""";s.d.;San Vicente;;;;San Vicente;Arma;Antioquia;NGR;COL;6,284455427;-75,33495892;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8457;5842;5000099;1714;exact;9999;end;El Peñon;Curato;;Pueblo;Pueblo de indios;s.d.;San Antonio del Peñon;El Peñol;;;El Peñon;Marinilla;Antioquia;NGR;COL;6,2166;-75,24265;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8458;12718;5000100;1111;start;9999;end;Santa Barbara;Curato;;Poblacion;"""Pueblo""";s.d.;Santa Barbara;;;;Santa Barbara;Arma;Antioquia;NGR;COL;5,87432;-75,56679;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8459;1308;5000101;1786;exact;9999;end;Priego;Curato;;Poblacion;"""Pueblo""";s.d.;San Carlos Priego;San Carlos;San Carlos;;Priego;Marinilla;Antioquia;NGR;COL;6,1884;-74,9922;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8460;12205;5000102;1111;start;9999;end;Pereira;s.d.;;Pueblo;Pueblo de indios;s.d.;San Antonio Pereira;;San Antonio;"Pereiras;";Pereira;Arma;Antioquia;NGR;COL;6,129974;-75,379681;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8461;4858;5000103;1111;start;9999;end;Valle de San Andres de Cauca;Curato;;Poblacion;Valle;s.d.;Valle de San Andres de Cauca;;;;Valle de San Andres de Cauca;Antioquia;Antioquia;NGR;COL;6,91298;-75,67631;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8462;4322;5000104;1766;exact;9999;end;Barranca Nueva;Curato;;Poblacion;"""Pueblo""";s.d.;Barranca;;;"Barranca del Rey;";Barranca;Barranca;Cartagena;NGR;COL;10,1955;-74,9357;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8463;12824;5000104;1111;start;1744;exact;Barranca Nueva;s.d.;;Poblacion;Poblacion;s.d.;Barranca;;;"Barranca del Rey;";Barranca;Barranca;Cartagena;NGR;COL;10,1955;-74,9357;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8464;13404;5000104;1763;exact;1765;exact;Barranca Nueva;s.d.;;Poblacion;"""Pueblo""";s.d.;Barranca;;;"Barranca del Rey;";Barranca;Barranca;Cartagena;NGR;COL;10,1955;-74,9357;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8465;1331;5000105;1745;exact;9999;end;Yucal;Curato;;Pueblo;Pueblo de indios;s.d.;Yucal;;;;Yucal;Barranca;Cartagena;NGR;COL;10,12736;-74,95185;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8466;2530;5000106;1727;exact;1772;not_before;Candelaria;Viceparroquia;;Poblacion;Sitio;s.d.;Candelaria;;;"Tasajera;";Candelaria;La Cruz;Cartagena;NGR;COL;10,45966;-74,87744;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
8467;10894;5000106;1719;exact;1726;exact;Candelaria;s.d.;;Poblacion;Sitio;s.d.;Candelaria;;;"Tasajera;";Candelaria;La Cruz;Cartagena;NGR;COL;10,45966;-74,87744;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8468;12482;5000106;1773;not_before;9999;end;Candelaria;Curato;;Poblacion;Sitio;s.d.;Candelaria;;;"Tasajera;";Candelaria;La Cruz;Cartagena;NGR;COL;10,45966;-74,87744;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8469;3978;5000107;1745;ca;9999;end;Soledad;Curato;;Poblacion;Sitio;s.d.;San Antonio de Padua Soledad;;;;Soledad;Barranquilla;Cartagena;NGR;COL;10,9088;-74,7789;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8470;11083;5000107;1111;start;1744;ca;Soledad;s.d.;;Poblacion;Sitio;s.d.;San Antonio de Padua Soledad;;;;Soledad;Barranquilla;Cartagena;NGR;COL;10,9088;-74,7789;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8471;10302;5000108;1772;exact;9999;end;Timiriguaco;Curato;;Poblacion;"""Pueblo""";s.d.;San Juan Timiriguaco;Villanueva;San Juan;"Villanueva;  Timiguaco; Tumiriguaco;";Timiriguaco;Mahates;Cartagena;NGR;COL;10,44431;-75,273;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8472;10512;5000108;1601;not_after;1743;ca;Timiriguaco;Curato;;Pueblo;Pueblo de indios;s.d.;San Juan Timiriguaco;Villanueva;San Juan;"Timiguaco; Tumiriguaco;";Timiriguaco;Mahates;Cartagena;NGR;COL;10,44431;-75,273;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8473;5183;5000109;1745;ca;9999;end;Malambo;Curato;;Pueblo;Pueblo de indios;s.d.;Santa Maria Magdalena Malambo;;;;Malambo;Barranquilla;Cartagena;NGR;COL;10,865339;-74,774619;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8474;11845;5000109;1701;hgis;1744;ca;Malambo;Curato;;Pueblo;Pueblo de indios;s.d.;Santa Maria Magdalena Malambo;;;;Malambo;Barranquilla;Cartagena;NGR;COL;10,88771769;-74,81522777;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8475;12338;5000110;1788;exact;9999;end;Caño de Oro;Curato;;Poblacion;"""Pueblo""";s.d.;Caño de Oro;Caño del Loro;;"San Lazaro;";Caño de Oro;Mahates;Cartagena;NGR;COL;10,342368;-75,545709;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8476;735;5000111;1111;start;9999;end;Santa Cruz;Curato;;Fuerte;Puesto;s.d.;Castillo Santa Cruz Boca Grande;;;;Boca Grande;Cartagena;Cartagena;NGR;COL;10,39127788;-75,54596695;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8477;3667;5000112;1753;exact;9999;end;Boca Chica;Curato;;Fuerte;Fuerte;s.d.;Castillo de San Fernando Boca Chica;;;;Boca Chica;Mahates;Cartagena;NGR;COL;10,3209285;-75,58289699;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8478;11133;5000112;1646;exact;1741;not_before;Boca Chica;Curato;;Fuerte;Fuerte;s.d.;Castillo de San Luis Boca Chica;;;;Boca Chica;Mahates;Cartagena;NGR;COL;10,3209285;-75,58289699;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8479;11615;5000113;1775;not_before;9999;end;Ternera;Curato;;Poblacion;"""Pueblo""";s.d.;Ternera;;;;Ternera;Mahates;Cartagena;NGR;COL;10,385535;-75,465761;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8480;1084;5000114;1775;exact;9999;end;Pasacaballos;Curato;;Poblacion;"""Pueblo""";s.d.;San Jeronimo Pasacaballos;;;"Pasa Caballos;";Pasacaballos;Mahates;Cartagena;NGR;COL;10,291199;-75,518615;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8481;6793;5000114;1111;start;1774;exact;Bahaire;Curato;;Pueblo;Pueblo de indios;s.d.;Bahaire;;;Bahaire;Bahaire;Mahates;Cartagena;NGR;COL;10,291199;-75,518615;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8482;12392;5000115;1533;exact;9999;end;Turbaco;Curato;OFM;Pueblo;Pueblo de indios;s.d.;Turbaco;;;;Turbaco;Mahates;Cartagena;NGR;COL;10,33036;-75,40963;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8483;6253;5000116;1774;exact;9999;end;Baru;Curato;;Poblacion;"""Pueblo""";s.d.;Santa Ana de Baru;;Santa Ana;;Baru;Mahates;Cartagena;NGR;COL;10,2381;-75,5568;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8484;3081;5000117;1775;start;9999;end;Since;Curato;;Poblacion;"""Pueblo""";s.d.;San Luis Since;;San Luis;"Zince;";Since;Sabanas de Tolu;Cartagena;NGR;COL;9,24457;-75,14586;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8485;9267;5000117;1111;start;1774;exact;Since;s.d.;;Poblacion;Sitio;s.d.;Since;;San Luis;"Zince;";Since;Sabanas de Tolu;Cartagena;NGR;COL;9,24457;-75,14586;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8486;12715;5000118;1775;exact;9999;end;Sincelejo;Curato;;Poblacion;"""Pueblo""";s.d.;Sincelejo;;;"Zinzelejo;";Sincelejo;Sabanas de Tolu;Cartagena;NGR;COL;9,30284;-75,39464;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8487;11639;5000119;1610;exact;9999;end;Sampues;Curato;;Pueblo;Pueblo de indios;s.d.;San Juan Evangelista Sampues;Sampues;;"San Puer; Sanpues;";Sampues;Sabanas de Tolu;Cartagena;NGR;COL;9,1818;-75,37769;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8488;525;5000120;1534;exact;9999;end;Morroa;Curato;;Pueblo;Pueblo de indios;s.d.;Morroa;;;;Morroa;Sabanas de Tolu;Cartagena;NGR;COL;9,33403;-75,30582;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8489;8363;5000121;1111;start;9999;end;Loba;Curato;;Poblacion;"""Pueblo""";s.d.;Loba;;;;Loba;Loba;Cartagena;NGR;COL;8,938093132;-74,03880688;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8490;1488;5000122;1611;exact;1700;exact;Menchiquejo;s.d.;;Pueblo;Pueblo de indios;s.d.;San Juan Menchiquejo;;;"Menebiquejo; Menchiguejo;";Menchiquejo;Loba;Cartagena;NGR;COL;9,22354;-74,34715;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8491;15141;5000122;1701;exact;9999;end;Menchiquejo;Curato;OFM;Pueblo;Pueblo de indios;s.d.;San Juan Menchiquejo;;;"Menebiquejo; Menchiguejo;";Menchiquejo;Loba;Cartagena;NGR;COL;9,22354;-74,34715;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8492;4885;5000123;1111;start;9999;end;Chilloa;Curato;;Pueblo;Pueblo de indios;s.d.;Chilloa;;;;Chilloa;Loba;Cartagena;NGR;COL;9,117423;-74,21859;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8493;12849;5000124;1111;start;9999;end;Tiquicio;Curato;;Poblacion;"""Pueblo""";s.d.;Tiquicio;Tiquisio;;;Tiquicio;Loba;Cartagena;NGR;COL;8,5563;-74,2562;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8494;8057;5000125;1561;not_after;9999;end;Turbana;Curato;OFM;Pueblo;Pueblo de indios;s.d.;Turbana;;;"Truana;";Turbana;Mahates;Cartagena;NGR;COL;10,27068;-75,44314;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8495;4657;5000126;1745;exact;9999;end;Usiacury;Curato;OP;Pueblo;Pueblo de indios;s.d.;Santo Domingo Usiacuri;;;;Usiacury;Santo Tomas;Cartagena;NGR;COL;10,742379;-74,977859;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8496;8643;5000126;1533;exact;1744;exact;Usiacury;s.d.;;Pueblo;Pueblo de indios;s.d.;Santo Domingo Usiacuri;;;;Usiacury;Santo Tomas;Cartagena;NGR;COL;10,742379;-74,977859;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8497;9641;5000127;1668;not_after;9999;end;Norosi;Curato;;Poblacion;Palenque;s.d.;Norosi;;;;Norosi;Loba;Cartagena;NGR;COL;8,52687;-74,03816;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8498;2762;5000128;1701;hgis;9999;end;Las Palmas;Curato;;Pueblo;Pueblo de indios;s.d.;San Juan de las Palmas;;San Juan;;Las Palmas;Rio Sinu;Cartagena;NGR;COL;9,18961;-75,81732;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8499;6634;5000129;1701;hgis;9999;end;San Sebastian;Curato;OFM;Pueblo;Pueblo de indios;s.d.;San Sebastian Uraba;;San Sebastian;;Uraba;Rio Sinu;Cartagena;NGR;COL;9,225565;-75,789446;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8500;12952;5000130;1705;exact;9999;end;Sabaneta;Curato;OFM;Pueblo;Pueblo de indios;s.d.;San Pedro Alcantara de Sabaneta;;;;Sabaneta;Rio Sinu;Cartagena;NGR;COL;9,29255;-75,63064;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8501;6520;5000131;1777;exact;9999;end;San Bernardo;Curato;;Poblacion;"""Pueblo""";s.d.;San Bernardo;San Bernardo del Viento;;;San Bernardo;Rio Sinu;Cartagena;NGR;COL;9,35288;-75,95394;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8502;9818;5000131;1776;exact;1776;exact;San Bernardo;s.d.;;Poblacion;"""Pueblo""";s.d.;San Bernardo;San Bernardo del Viento;;;San Bernardo;Rio Sinu;Cartagena;NGR;COL;9,35288;-75,95394;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8503;10082;5000131;1776;exact;1776;exact;San Bernardo;s.d.;;Poblacion;"""Pueblo""";s.d.;San Bernardo;San Bernardo del Viento;;;San Bernardo;Rio Sinu;Cartagena;NGR;COL;9,35288;-75,95394;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8504;11035;5000131;1777;exact;9999;end;San Bernardo;Curato;;Poblacion;"""Pueblo""";s.d.;San Bernardo;San Bernardo del Viento;;;San Bernardo;Rio Sinu;Cartagena;NGR;COL;9,35288;-75,95394;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8505;4503;5000132;1773;exact;9999;end;San Andres;Curato;;Pueblo;Pueblo de indios;s.d.;San Andres;San Andres Sotavento;;;San Andres;Rio Sinu;Cartagena;NGR;COL;9,14479;-75,50958;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8506;295;5000133;1534;exact;1775;exact;Chinu;Curato;;Poblacion;Sitio;s.d.;San Francisco Chinu;;San Francisco;"Chimu;";Chinu;Rio Sinu;Cartagena;NGR;COL;9,10554;-75,39799;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8507;9766;5000133;1776;exact;9999;end;Chinu;Curato;;Poblacion;"""Pueblo""";s.d.;San Francisco Chinu;;San Francisco;"Chimu;";Chinu;Rio Sinu;Cartagena;NGR;COL;9,10554;-75,39799;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8508;7064;5000134;1777;exact;9999;end;San Pelayo;Curato;;Poblacion;"""Pueblo""";s.d.;San Pelayo;;;"San Pelagio;";San Pelayo;Rio Sinu;Cartagena;NGR;COL;8,95724;-75,8373;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8509;8121;5000135;1777;exact;9999;end;Chima;Curato;;Poblacion;"""Pueblo""";s.d.;San Emigdio Chima;;San Emigdio;Pinchorroy;Chima;Rio Sinu;Cartagena;NGR;COL;9,14885;-75,62732;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8510;11010;5000135;1740;ca;1776;exact;Chima;s.d.;;Poblacion;Sitio;s.d.;San Emigdio Chima;;San Emigdio;;Chima;Rio Sinu;Cartagena;NGR;COL;9,14885;-75,62732;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8511;7776;5000136;1776;exact;9999;end;Sahagun;Curato;;Poblacion;"""Pueblo""";s.d.;San Juan Sahagun;;San Juan;"San Juan de Saunt;";Sahagun;Rio Sinu;Cartagena;NGR;COL;8,94736;-75,44116;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8512;7125;5000137;1776;exact;9999;end;San Antonio Abad;Curato;;Poblacion;"""Pueblo""";s.d.;San Antonio Abad;Palmito;;;San Antonio Abad;Rio Sinu;Cartagena;NGR;COL;9,3307;-75,54158;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8513;7640;5000137;1730;exact;1775;exact;San Antonio Abad;Curato;;Poblacion;Sitio;s.d.;San Antonio Abad;Palmito;;;San Antonio Abad;Rio Sinu;Cartagena;NGR;COL;9,3307;-75,54158;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8514;10964;5000138;1776;exact;1778;exact;San Juan Nepomuceno;s.d.;;Poblacion;"""Pueblo""";s.d.;San Juan Nepomuceno;;;;San Juan Nepomuceno;Montañas Altas;Cartagena;NGR;COL;9,951151;-75,084021;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8515;13433;5000138;1779;exact;9999;end;San Juan Nepomuceno;Curato;;Poblacion;"""Pueblo""";s.d.;San Juan Nepomuceno;;;;San Juan Nepomuceno;Montañas Altas;Cartagena;NGR;COL;9,951151;-75,084021;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8516;10561;5000139;1776;exact;9999;end;Tacamocho;Curato;;Poblacion;"""Pueblo""";s.d.;Tacamocho;;;"Tucamocho;";Tacamocho;Magangue;Cartagena;NGR;COL;9,4767;-74,8004;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8517;5349;5000140;1111;start;1745;ca;Tacaloa;Curato;;Pueblo;Pueblo de indios;s.d.;Tacaloa;;;;Tacaloa;Magangue;Cartagena;NGR;COL;9,41345;-74,755912;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8518;5514;5000140;1746;ca;9999;end;Tacaloa;Curato;;Poblacion;"""Pueblo""";s.d.;Tacaloa;;;;Tacaloa;Magangue;Cartagena;NGR;COL;9,41345;-74,755912;Suficiente;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8519;10557;5000141;1111;start;9999;end;San Sebastian;Curato;;Poblacion;"""Pueblo""";s.d.;San Sebastian de Madrid;Madrid;;;San Sebastian;Magangue;Cartagena;NGR;COL;9,19412;-74,7472;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8520;2911;5000142;1111;start;9999;end;El Retiro;Curato;;Poblacion;"""Pueblo""";s.d.;El Retiro;;;;El Retiro;Magangue;Cartagena;NGR;COL;9,168745;-74,73505;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8521;2489;5000143;1111;start;9999;end;Tacasaluma;Curato;;Poblacion;"""Pueblo""";s.d.;Tacasaluma;;;"Tecasaluma;";Tacasaluma;Magangue;Cartagena;NGR;COL;9,106261;-74,801842;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8522;2633;5000144;1763;not_after;9999;end;Santiago;Curato;;Poblacion;Sitio;s.d.;Santiago;;;;Santiago;Magangue;Cartagena;NGR;COL;9,002300623;-74,91885464;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8523;4387;5000144;1111;start;1762;not_before;Santiago;Viceparroquia;;Poblacion;Sitio;s.d.;Santiago;;;;Santiago;Magangue;Cartagena;NGR;COL;9,002300623;-74,91885464;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
8524;2073;5000145;1111;start;9999;end;Cascajal;Curato;;Poblacion;Sitio;s.d.;Cascajal;;;"Carcajal; Cascajar";Cascajal;Magangue;Cartagena;NGR;COL;9,31455;-74,80577;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8525;11661;5000146;1701;hgis;9999;end;Guaso;Curato;;Pueblo;Pueblo de indios;s.d.;Guaso;;;;Guaso;Magangue;Cartagena;NGR;COL;9,1613;-74,7353;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8526;5088;5000147;1701;hgis;1747;exact;Yati;s.d.;;Pueblo;Pueblo de indios;s.d.;Yati;;;;Yati;Magangue;Cartagena;NGR;COL;9,26855;-74,73369;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8527;7979;5000147;1748;exact;9999;end;Yati;Curato;;Pueblo;Pueblo de indios;s.d.;Yati;;;;Yati;Magangue;Cartagena;NGR;COL;9,26855;-74,73369;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8528;7784;5000148;1111;start;9999;end;Talaygua;Curato;;Pueblo;Pueblo de indios;s.d.;Talaygua;Talaigua Viejo;;"Talaibua; Talaigua;";Talaygua;Magangue;Cartagena;NGR;COL;9,3126;-74,586725;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8529;2753;5000149;1775;exact;9999;end;Arjona;Curato;;Poblacion;"""Pueblo""";s.d.;Arjona;;;;Arjona;Mahates;Cartagena;NGR;COL;10,25481583;-75,34236692;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8530;11883;5000149;1111;start;1774;exact;Aguas Vivas;s.d.;;Poblacion;Sitio;s.d.;<Null>;;;Arjona;Arjona;Mahates;Cartagena;NGR;COL;10,25481583;-75,34236692;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8531;14;5000150;1735;exact;1777;ca;Santa Rosa;Viceparroquia;;Poblacion;Sitio;s.d.;Santa Rosa;;Santa Rosa;"Alipaya;";Santa Rosa;Mahates;Cartagena;NGR;COL;10,44558;-75,36887;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;7
8532;8468;5000150;1778;ca;9999;end;Santa Rosa;Curato;;Poblacion;Sitio;s.d.;Santa Rosa;;Santa Rosa;"Alipaya;";Santa Rosa;Mahates;Cartagena;NGR;COL;10,44558;-75,36887;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8533;5775;5000151;1793;not_after;9999;end;San Cristobal;Curato;;Poblacion;Sitio;s.d.;San Cristobal;;San Cristobal;"Caracol;";San Cristobal;Mahates;Cartagena;NGR;COL;10,39385;-75,06538;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8534;9386;5000152;1111;start;9999;end;San Estanislao;Curato;;Poblacion;Sitio;s.d.;San Estanislao;;San Estanislao;"Arenal;";San Estanislao;Mahates;Cartagena;NGR;COL;10,39863;-75,15131;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8535;11667;5000153;1111;start;9999;end;Ojo Largo;Curato;;Pueblo;Pueblo de indios;s.d.;Ojo Largo;;;;Ojo Largo;Majagual;Cartagena;NGR;COL;8,7081;-74,5216;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8536;10421;5000154;1111;start;9999;end;Algarrobo;Curato;;Poblacion;"""Pueblo""";s.d.;Algarrobo;;;;Algarrobo;Majagual;Cartagena;NGR;COL;8,465362463;-74,52856495;Interpolada;Mapa historico;estado_1794;HGIS;18.01.2018;0;No;6
8537;10962;5000155;1535;exact;9999;end;Ayapel;Curato;;Villa;Villa;No;Ayapel;;;;Ayapel;Ayapel;Cartagena;NGR;COL;8,31304;-75,1457;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;5
8538;8978;5000156;1776;exact;9999;end;San Jacinto;Curato;;Poblacion;"""Pueblo""";s.d.;San Jacinto;;;;San Jacinto;Montañas Altas;Cartagena;NGR;COL;9,82834;-75,12214;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8539;4811;5000157;1776;exact;9999;end;San Onofre;Curato;;Pueblo;Pueblo de libres;s.d.;San Onofre Torobe;San Onofre;San Onofre;"San Benito; San Onofre;";Torobe;Montañas Altas;Cartagena;NGR;COL;9,73846;-75,52222;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
8540;12873;5000157;1750;ca;1775;exact;Torobe;s.d.;;Poblacion;Palenque;s.d.;San Onofre Torobe;San Onofre;San Onofre;"San Benito; San Onofre;";Torobe;Montañas Altas;Cartagena;NGR;COL;9,73846;-75,52222;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;8
8541;1079;5000159;1701;hgis;9999;end;Gegua;Curato;;Pueblo;Pueblo de indios;s.d.;Gegua;;;"Jegua; Tegua; Guegua;";Gegua;Sabanas de Tolu;Cartagena;NGR;COL;8,905773;-74,967729;Buena;Geoservice/Satelite;estado_1794;HGIS;18.01.2018;0;No;6
